customer_id,region,usage_type,date,raw_hardness_ppm,treated_hardness_ppm,daily_usage_liters,system_uptime_percent,days_since_maintenance,reduction_percent,performance_status,risk_flag,cluster,cluster_label
1078,Mumbai,Industrial,2023-10-31,439,269,1547,90.8484961943662,65,38.724373576309794,Poor,True,1,Efficient High Usage
1014,Nashik,Residential,2023-11-01,619,131,1251,92.20071065965128,12,78.8368336025848,Excellent,False,0,Low Performance
1089,Nashik,Industrial,2023-11-02,528,286,337,87.07023230530078,24,45.83333333333333,Average,True,2,Maintenance Risk
1041,Nashik,Agriculture,2023-11-03,407,261,1478,86.21557915697585,34,35.87223587223588,Poor,True,1,Efficient High Usage
1076,Mumbai,Residential,2023-11-04,500,108,1235,97.44584299482436,53,78.4,Excellent,False,0,Low Performance
1050,Nashik,Residential,2023-11-05,575,238,1951,99.6519155924138,8,58.60869565217392,Average,False,0,Low Performance
1062,Nashik,Residential,2023-11-06,506,109,1569,91.07087595744488,18,78.45849802371542,Excellent,False,0,Low Performance
1095,Pune,Agriculture,2023-11-07,500,116,1466,86.3147475429198,57,76.8,Excellent,True,1,Efficient High Usage
1051,Pune,Industrial,2023-11-08,659,167,1268,85.98717641035864,5,74.65857359635811,Excellent,True,0,Low Performance
1095,Mumbai,Agriculture,2023-11-09,645,147,1188,98.36977309540448,26,77.20930232558139,Excellent,False,0,Low Performance
1003,Nashik,Residential,2023-11-10,674,279,1370,91.9572137459152,30,58.6053412462908,Average,False,0,Low Performance
1093,Nashik,Agriculture,2023-11-11,431,210,834,89.80040974843588,54,51.27610208816705,Average,True,1,Efficient High Usage
1022,Pune,Agriculture,2023-11-12,536,252,1090,92.146919068591,13,52.98507462686567,Average,False,0,Low Performance
1014,Mumbai,Industrial,2023-11-13,411,222,1613,89.77456142038521,83,45.98540145985402,Average,True,1,Efficient High Usage
1042,Pune,Industrial,2023-11-14,415,248,924,92.3355366296143,29,40.24096385542168,Average,False,2,Maintenance Risk
1028,Pune,Residential,2023-11-15,528,200,1562,97.89334595376906,3,62.121212121212125,Excellent,False,0,Low Performance
1035,Pune,Agriculture,2023-11-16,462,201,205,93.88452056593144,58,56.493506493506494,Average,False,2,Maintenance Risk
1012,Pune,Agriculture,2023-11-17,508,164,280,95.41980659215264,76,67.71653543307087,Excellent,True,2,Maintenance Risk
1031,Nashik,Industrial,2023-11-18,420,290,283,90.47006014351504,2,30.952380952380956,Poor,False,2,Maintenance Risk
1070,Nashik,Agriculture,2023-11-19,557,150,325,96.0775881776578,75,73.07001795332137,Excellent,True,2,Maintenance Risk
1058,Pune,Agriculture,2023-11-20,668,135,876,94.99925627319058,28,79.79041916167665,Excellent,False,0,Low Performance
1085,Mumbai,Agriculture,2023-11-21,561,180,889,86.79342996628084,82,67.9144385026738,Excellent,True,1,Efficient High Usage
1027,Mumbai,Industrial,2023-11-22,659,226,1212,93.58964279673376,77,65.70561456752657,Excellent,True,1,Efficient High Usage
1065,Mumbai,Residential,2023-11-23,501,187,787,88.85115244464637,86,62.6746506986028,Excellent,True,1,Efficient High Usage
1041,Mumbai,Residential,2023-11-24,622,293,629,97.0614350445039,76,52.89389067524116,Average,True,1,Efficient High Usage
1044,Pune,Agriculture,2023-11-25,458,203,1494,91.38906562700409,2,55.67685589519651,Average,False,0,Low Performance
1061,Nashik,Residential,2023-11-26,646,114,1071,99.9202624779473,7,82.35294117647058,Excellent,False,0,Low Performance
1056,Mumbai,Industrial,2023-11-27,527,195,1035,86.38750656908445,26,62.99810246679317,Excellent,True,0,Low Performance
1005,Pune,Industrial,2023-06-01,682,266,1522,96.70521794110238,88,60.99706744868036,Excellent,True,1,Efficient High Usage
1027,Mumbai,Residential,2023-06-02,424,222,205,95.10552600313235,76,47.64150943396226,Average,True,2,Maintenance Risk
1027,Mumbai,Residential,2023-06-03,530,297,1394,96.51248245886056,16,43.9622641509434,Average,False,0,Low Performance
1043,Pune,Agriculture,2023-06-04,595,100,930,89.61294693235685,23,83.19327731092437,Excellent,True,0,Low Performance
1083,Nashik,Residential,2023-06-05,680,250,1626,92.380817340736,40,63.23529411764706,Excellent,False,0,Low Performance
1029,Nashik,Agriculture,2023-06-06,553,221,778,96.94762779585562,60,60.03616636528029,Excellent,False,2,Maintenance Risk
1061,Pune,Agriculture,2023-06-07,532,266,1648,88.48811997431282,73,50.0,Average,True,1,Efficient High Usage
1074,Nashik,Industrial,2023-06-08,626,225,948,88.39049795182979,32,64.05750798722045,Excellent,True,2,Maintenance Risk
1091,Pune,Industrial,2023-06-09,588,156,1155,93.26576429942398,15,73.46938775510205,Excellent,False,0,Low Performance
1088,Pune,Industrial,2023-06-10,664,180,492,92.85345369294784,13,72.89156626506023,Excellent,False,2,Maintenance Risk
1061,Pune,Industrial,2023-06-11,533,261,139,89.233937056194,5,51.03189493433396,Average,True,2,Maintenance Risk
1096,Nashik,Residential,2023-06-12,610,268,759,89.47113475787233,75,56.0655737704918,Average,True,1,Efficient High Usage
1000,Pune,Industrial,2023-06-13,459,172,1341,89.16767744809849,74,62.527233115468405,Excellent,True,1,Efficient High Usage
1026,Mumbai,Residential,2023-06-14,612,240,1854,96.57268092997732,52,60.78431372549019,Excellent,False,0,Low Performance
1061,Nashik,Industrial,2023-06-15,615,169,1080,94.77851298343693,77,72.52032520325203,Excellent,True,1,Efficient High Usage
1076,Nashik,Residential,2023-06-16,625,105,1205,97.4862577511538,41,83.2,Excellent,False,0,Low Performance
1002,Nashik,Agriculture,2023-06-17,530,183,944,99.63209542471031,53,65.47169811320754,Excellent,False,2,Maintenance Risk
1069,Nashik,Residential,2023-06-18,475,151,1843,92.1124644440798,50,68.21052631578948,Excellent,False,0,Low Performance
1071,Mumbai,Residential,2023-06-19,685,102,300,86.00040822108173,15,85.10948905109488,Excellent,True,2,Maintenance Risk
1026,Nashik,Industrial,2023-06-20,676,180,546,85.72138465618053,7,73.37278106508876,Excellent,True,2,Maintenance Risk
1008,Nashik,Residential,2023-06-21,555,162,1967,89.43497558907428,40,70.8108108108108,Excellent,True,0,Low Performance
1061,Pune,Agriculture,2023-06-22,647,148,1551,98.98816884028676,28,77.12519319938175,Excellent,False,0,Low Performance
1036,Nashik,Agriculture,2023-06-23,617,175,1161,92.84819582456312,32,71.63695299837926,Excellent,False,0,Low Performance
1096,Mumbai,Industrial,2023-06-24,589,211,1334,89.07679774120194,15,64.17657045840407,Excellent,True,0,Low Performance
1050,Mumbai,Agriculture,2023-06-25,562,274,543,90.9875019176653,85,51.245551601423486,Average,True,1,Efficient High Usage
1043,Mumbai,Residential,2023-06-26,579,208,1450,93.97892661107008,70,64.07599309153713,Excellent,True,1,Efficient High Usage
1023,Mumbai,Agriculture,2023-06-27,433,282,860,94.79424487206764,65,34.8729792147806,Poor,True,1,Efficient High Usage
1078,Nashik,Industrial,2023-06-28,440,291,326,87.30879264674357,4,33.86363636363636,Poor,True,2,Maintenance Risk
1058,Nashik,Residential,2023-06-29,474,164,147,99.65547514817764,11,65.40084388185655,Excellent,False,2,Maintenance Risk
1031,Mumbai,Industrial,2023-06-30,678,180,1141,93.17158340474184,26,73.45132743362832,Excellent,False,0,Low Performance
1095,Mumbai,Residential,2023-07-01,575,294,1011,87.03532476688419,61,48.869565217391305,Average,True,1,Efficient High Usage
1087,Nashik,Agriculture,2023-07-02,549,114,1562,98.404528800192,37,79.23497267759562,Excellent,False,0,Low Performance
1051,Mumbai,Industrial,2023-07-03,672,199,1930,86.11957646619143,23,70.38690476190477,Excellent,True,0,Low Performance
1061,Pune,Industrial,2023-07-04,507,131,1831,98.61603149766268,85,74.16173570019724,Excellent,True,1,Efficient High Usage
1057,Mumbai,Residential,2023-07-05,538,195,286,99.94848484433471,40,63.7546468401487,Excellent,False,2,Maintenance Risk
1051,Mumbai,Industrial,2023-07-06,670,227,444,95.50647698734755,77,66.11940298507463,Excellent,True,2,Maintenance Risk
1011,Pune,Residential,2023-07-07,688,295,323,96.55670831610983,23,57.122093023255815,Average,False,2,Maintenance Risk
1038,Pune,Residential,2023-07-08,611,245,929,90.0595425470123,16,59.901800327332246,Average,False,0,Low Performance
1001,Nashik,Residential,2023-07-09,671,212,587,99.123652791009,61,68.4053651266766,Excellent,True,2,Maintenance Risk
1002,Nashik,Residential,2023-07-10,465,182,976,92.94570949162552,68,60.86021505376345,Excellent,True,1,Efficient High Usage
1055,Pune,Agriculture,2023-07-11,647,142,948,95.98582669896332,80,78.05255023183926,Excellent,True,1,Efficient High Usage
1080,Pune,Residential,2023-07-12,555,215,1352,98.8616157386692,31,61.26126126126125,Excellent,False,0,Low Performance
1058,Nashik,Industrial,2023-07-13,446,262,1513,99.62769963963262,53,41.25560538116592,Average,False,1,Efficient High Usage
1001,Mumbai,Agriculture,2023-07-14,600,177,1078,97.49806534895012,25,70.5,Excellent,False,0,Low Performance
1001,Pune,Industrial,2023-07-15,547,157,1712,89.54526260473045,44,71.29798903107861,Excellent,True,0,Low Performance
1091,Nashik,Agriculture,2023-07-16,523,132,1116,99.49821274828123,12,74.76099426386233,Excellent,False,0,Low Performance
1053,Mumbai,Residential,2023-07-17,400,113,287,94.42179296865358,9,71.75,Excellent,False,2,Maintenance Risk
1086,Pune,Agriculture,2023-07-18,646,261,1981,98.9596371452794,12,59.59752321981424,Average,False,0,Low Performance
